"title","author","author_company","repo","number","closed","created_at","closed_at","updated_at","labels","assignees"
"Elasticsearch reindex job fails partway leaving inconsistent search results intermittently","davis_riley","grot_plushies","grot-plushies/product-catalog-service","1617","false","1761348426704","","1762470843951","[""bug"",""area/inventory"",""area/import-export"",""area/pricing"",""effort/medium"",""priority/medium""]","[""sre_oncall""]"
"Cross-sell suggestions API returns products from wrong category for new accounts","agarwal_priya","grot_plushies","grot-plushies/cart-service","1393","false","1761344702833","","1761853119506","[""bug"",""area/inventory-sync"",""area/ttl"",""effort/large"",""priority/medium""]","[""ux_designer""]"
"Support weight-based shipping calculation in cart on staging","hussain_amir","grot_plushies","grot-plushies/cart-service","1520","false","1761317364171","","1762262428678","[""feature-request"",""area/validation"",""area/ttl"",""effort/medium"",""priority/high""]","[""sre_oncall""]"
"Implement product comparison feature with side-by-side specs in production","andersson_emma","grot_plushies","grot-plushies/product-catalog-service","1581","false","1761314215363","","1761813345267","[""feature-request"",""area/postgres"",""area/pricing"",""effort/small"",""priority/low""]","[""data_eng""]"
"Cart API returns 500 when product has null price field for new accounts","kim_soo","grot_plushies","grot-plushies/cart-service","1701","true","1761287869248","1761382817603","1761382817603","[""bug"",""area/webhooks"",""effort/large"",""priority/low""]","[""data_eng""]"
"Support product content scheduling for timed launches since v2.4 upgrade","baker_tom","grot_plushies","grot-plushies/product-catalog-service","1129","true","1761263222507","1763751350855","1763751350855","[""feature-request"",""area/reviews"",""area/caching"",""effort/small"",""priority/medium""]","[""data_eng""]"
"PayPal IPN handler drops notifications during deployment rollout since v2.4 upgrade","johnson_kim","grot_plushies","grot-plushies/payment-service","1943","false","1761243275181","","1761856173493","[""bug"",""area/fraud-detection"",""effort/medium"",""priority/low""]","[]"
"Product review aggregation shows wrong average for items with no reviews","novak_petra","grot_plushies","grot-plushies/product-catalog-service","1325","true","1761173802147","1763290508955","1763290508955","[""bug"",""area/images"",""effort/small"",""priority/medium""]","[""dev_lead""]"
"Account locked after failed password reset attempts on staging","cohen_dan","grot_plushies","grot-plushies/frontend","1932","true","1761171399214","1763547200719","1763547200719","[""customer-support"",""area/checkout-flow"",""area/accessibility"",""effort/large"",""priority/medium""]","[""ux_designer""]"
"Customer finds product reviews from different product showing on page","perez_gabi","grot_plushies","grot-plushies/product-catalog-service","1524","false","1761093353760","","1762057734416","[""customer-support"",""area/inventory"",""effort/small"",""priority/medium""]","[]"
"Payment timeout increases to 30s during peak hours causing cart drops intermittently","schmidt_lena","grot_plushies","grot-plushies/payment-service","1924","true","1761057577151","1762722329363","1762722329363","[""bug"",""area/webhooks"",""area/pci-compliance"",""area/fraud-detection"",""effort/small"",""priority/low""]","[""sre_oncall""]"
"Implement product bundling with configurable discount tiers (regression)","ivanova_olga","grot_plushies","grot-plushies/product-catalog-service","1238","false","1761028383481","","1761047491753","[""feature-request"",""area/images"",""effort/medium"",""priority/medium""]","[""platform_eng""]"
"Bundle pricing breaks when individual item is out of stock under high load","perez_gabi","grot_plushies","grot-plushies/cart-service","1181","false","1761022016502","","1762077989796","[""bug"",""area/validation"",""effort/small"",""priority/high""]","[""platform_eng""]"
"Customer reports product description contains outdated sizing information","cruz_maria","grot_plushies","grot-plushies/product-catalog-service","1010","false","1760993321575","","1761347929020","[""customer-support"",""area/reviews"",""effort/small"",""priority/high""]","[]"
"Support cryptocurrency payments via Coinbase Commerce for new accounts","ortiz_diego","grot_plushies","grot-plushies/payment-service","1706","false","1760986801165","","1761678100553","[""feature-request"",""area/pci-compliance"",""area/webhooks"",""effort/small"",""priority/low""]","[]"
"Product tag search returns case-sensitive results inconsistently","bauer_lukas","grot_plushies","grot-plushies/product-catalog-service","1407","true","1760972469457","1762392682228","1762392682228","[""bug"",""area/import-export"",""area/caching"",""effort/small"",""priority/medium""]","[""dev_lead""]"
"Payment confirmation email sent before charge is finalized (regression)","lewis_brooke","grot_plushies","grot-plushies/payment-service","1597","false","1760970440304","","1761093365571","[""bug"",""area/currency"",""area/refunds"",""area/stripe"",""effort/small"",""priority/medium""]","[]"
"Payment service health check passes but Stripe API calls fail in production","flores_ana","grot_plushies","grot-plushies/payment-service","1655","true","1760908785916","1762207592436","1762207592436","[""bug"",""area/refunds"",""effort/small"",""priority/medium""]","[""platform_eng""]"
"Cart showing wrong currency after VPN region change (regression)","patel_nisha","grot_plushies","grot-plushies/cart-service","1606","true","1760906433943","1762127196859","1762127196859","[""customer-support"",""area/api"",""area/session"",""effort/small"",""priority/low""]","[""infra_lead""]"
"Implement cart sharing via unique link on staging","larsson_ella","grot_plushies","grot-plushies/cart-service","1981","false","1760885529271","","1761701502832","[""feature-request"",""area/validation"",""effort/medium"",""priority/high""]","[""qa_engineer""]"
"Saved-for-later items disappear after service restart in production","ramirez_val","grot_plushies","grot-plushies/cart-service","1557","false","1760844033443","","1761906591219","[""bug"",""area/webhooks"",""effort/small"",""priority/low""]","[]"
"PCI audit flag: card number appears in application debug logs in production","chen_wei","grot_plushies","grot-plushies/payment-service","1737","false","1760825925630","","1762020932044","[""bug"",""area/fraud-detection"",""effort/small"",""priority/medium""]","[""data_eng""]"
"Customer reports product listed as in-stock but order cancelled for no stock for new accounts","mueller_tim","grot_plushies","grot-plushies/product-catalog-service","1972","false","1760807795692","","1760909359925","[""customer-support"",""area/search-index"",""effort/medium"",""priority/medium""]","[]"
"Store credit deduction not atomic with payment charge (regression)","agarwal_priya","grot_plushies","grot-plushies/payment-service","1627","false","1760759635625","","1761500647673","[""bug"",""area/tax-calc"",""effort/medium"",""priority/critical""]","[]"
"Gift card balance not reflecting after purchase in production","ivanova_olga","grot_plushies","grot-plushies/frontend","1234","false","1760696760133","","1760888502194","[""customer-support"",""area/accessibility"",""effort/large"",""priority/medium""]","[]"
"Customer requests payment method update but page errors out (regression)","kelly_erin","grot_plushies","grot-plushies/payment-service","1667","false","1760597791797","","1760875927191","[""customer-support"",""area/refunds"",""area/currency"",""effort/small"",""priority/low""]","[""sre_oncall"",""ops_admin""]"
"Shipping estimate showing 30 days for domestic order (regression)","cohen_dan","grot_plushies","grot-plushies/cart-service","1153","false","1760587103919","","1761026292553","[""customer-support"",""area/discounts"",""effort/medium"",""priority/low""]","[]"
"Bundle pricing breaks when individual item is out of stock (regression)","grant_sam","grot_plushies","grot-plushies/cart-service","1866","false","1760515579858","","1760783262232","[""bug"",""area/pricing"",""effort/medium"",""priority/medium""]","[]"
"Support Apple Pay and Google Pay buttons in checkout","ivanova_olga","grot_plushies","grot-plushies/frontend","1327","true","1760495525898","1762518390929","1762518390929","[""feature-request"",""area/checkout-flow"",""effort/medium"",""priority/low""]","[""qa_engineer""]"
"Cart price mismatch between app and website for same products intermittently","jensen_lars","grot_plushies","grot-plushies/cart-service","1101","false","1760484912495","","1761383979763","[""customer-support"",""area/discounts"",""area/pricing"",""area/inventory-sync"",""effort/small"",""priority/medium""]","[]"
"Idempotency key collision causes payment deduplication false positive (regression)","andersson_emma","grot_plushies","grot-plushies/payment-service","1827","false","1760468048125","","1761058109337","[""bug"",""area/receipts"",""effort/medium"",""priority/medium""]","[""sec_reviewer""]"
"Customer reports saved cart items changed prices without notice under high load","kelly_erin","grot_plushies","grot-plushies/cart-service","1314","true","1760453950495","1762871916735","1762871916735","[""customer-support"",""area/pricing"",""effort/small"",""priority/low""]","[""dev_lead""]"
"Image optimization pipeline corrupts PNG transparency on resize intermittently","moller_freja","grot_plushies","grot-plushies/product-catalog-service","1440","true","1760375126827","1762199072246","1762199072246","[""bug"",""area/reviews"",""effort/medium"",""priority/high""]","[""product_mgr""]"
"Product review aggregation shows wrong average for items with no reviews in production","davis_riley","grot_plushies","grot-plushies/product-catalog-service","1448","false","1760317775264","","1761441169284","[""bug"",""area/inventory"",""area/images"",""effort/medium"",""priority/critical""]","[]"
"Add payment analytics dashboard with conversion metrics","klein_max","grot_plushies","grot-plushies/payment-service","1344","false","1760317332888","","1760576191696","[""feature-request"",""area/webhooks"",""area/stripe"",""area/retry-logic"",""effort/small"",""priority/medium""]","[]"
"Support multi-language product descriptions under high load","carter_devon","grot_plushies","grot-plushies/frontend","1387","true","1760296367649","1762042838332","1762042838332","[""feature-request"",""area/i18n"",""area/seo"",""effort/medium"",""priority/medium""]","[""ops_admin""]"
"Customer cannot download invoice PDF from order history","garcia_luis","grot_plushies","grot-plushies/frontend","1211","false","1760289279403","","1760469752695","[""customer-support"",""area/checkout-flow"",""area/ux"",""effort/small"",""priority/high""]","[]"
"Cart restoration from abandoned checkout uses expired prices since v2.4 upgrade","martin_luke","grot_plushies","grot-plushies/cart-service","1324","true","1760268863523","1760612666735","1760612666735","[""bug"",""area/shipping-calc"",""area/inventory-sync"",""effort/small"",""priority/low""]","[""data_eng"",""qa_engineer""]"
"Add save-for-later functionality with reminder notifications on staging","carter_devon","grot_plushies","grot-plushies/cart-service","1075","false","1760246245257","","1760846982646","[""feature-request"",""area/session"",""effort/small"",""priority/medium""]","[""sec_reviewer""]"
"Discount code rejected but shows as valid in marketing email since v2.4 upgrade","grant_sam","grot_plushies","grot-plushies/cart-service","1470","true","1760193529236","1761429976399","1761429976399","[""customer-support"",""area/webhooks"",""effort/small"",""priority/high""]","[""ops_admin""]"
"Shipping cost not recalculated when address changes at checkout in production","hill_casey","grot_plushies","grot-plushies/cart-service","1990","false","1760130742389","","1760535901713","[""bug"",""area/validation"",""area/webhooks"",""effort/small"",""priority/high""]","[]"
"Image CDN cache not invalidated after product image replacement for new accounts","schmidt_lena","grot_plushies","grot-plushies/product-catalog-service","1565","false","1760103430402","","1760541956474","[""bug"",""area/search-index"",""area/import-export"",""area/api"",""effort/small"",""priority/high""]","[]"
"Support multi-party payment orchestration for bundle orders (regression)","flores_ana","grot_plushies","grot-plushies/payment-service","1765","true","1760062795962","1760585180090","1760585180090","[""feature-request"",""area/tax-calc"",""effort/medium"",""priority/medium""]","[""ops_admin""]"
"Tax calculation returns incorrect amount for Canadian provinces in production","petrov_ivan","grot_plushies","grot-plushies/cart-service","1154","false","1760035281331","","1761043504331","[""bug"",""area/session"",""area/discounts"",""effort/small"",""priority/medium""]","[]"
"Stripe customer ID lookup fails for migrated legacy accounts","bauer_lukas","grot_plushies","grot-plushies/payment-service","1791","false","1760023724062","","1761150270571","[""bug"",""area/tax-calc"",""effort/small"",""priority/critical""]","[""platform_eng"",""product_mgr""]"
"Mobile hamburger menu doesn't close after navigation since v2.4 upgrade","moller_freja","grot_plushies","grot-plushies/frontend","1145","false","1759998681081","","1760809348323","[""bug"",""area/i18n"",""effort/large"",""priority/low""]","[""dev_lead"",""sre_oncall""]"
"Customer cannot apply employee discount and promo code together","dubois_julie","grot_plushies","grot-plushies/cart-service","1680","false","1759976486818","","1761049038210","[""customer-support"",""area/persistence"",""area/ttl"",""area/inventory-sync"",""effort/medium"",""priority/critical""]","[]"
"Customer unable to update shipping address after order placed","kim_soo","grot_plushies","grot-plushies/frontend","1602","false","1759950083907","","1760423337835","[""customer-support"",""area/i18n"",""area/auth"",""effort/large"",""priority/medium""]","[]"
"Add order tracking widget to user dashboard (regression)","chen_wei","grot_plushies","grot-plushies/frontend","1406","false","1759907303014","","1760129110412","[""feature-request"",""area/ux"",""effort/medium"",""priority/medium""]","[]"
"Customer asks for bulk order discount functionality since v2.4 upgrade","ortiz_diego","grot_plushies","grot-plushies/frontend","1373","false","1759892039418","","1760183568692","[""customer-support"",""area/i18n"",""effort/small"",""priority/low""]","[]"
"Add product recommendation engine based on browsing patterns intermittently","miller_avery","grot_plushies","grot-plushies/product-catalog-service","1588","false","1759851116915","","1760652439482","[""feature-request"",""area/categories"",""effort/medium"",""priority/medium""]","[]"
"Add keyboard shortcuts for power users in admin panel since v2.4 upgrade","bell_sarah","grot_plushies","grot-plushies/frontend","1270","false","1759847707814","","1760519127117","[""feature-request"",""area/ui"",""area/images"",""area/checkout-flow"",""effort/small"",""priority/low""]","[]"
"Implement real-time inventory reservation on add-to-cart since v2.4 upgrade","jones_terry","grot_plushies","grot-plushies/cart-service","1389","false","1759803934917","","1760543237569","[""feature-request"",""area/webhooks"",""area/api"",""area/ttl"",""effort/medium"",""priority/low""]","[""ops_admin"",""infra_lead""]"
"Implement PSD2 strong customer authentication for EU payments under high load","martinez_sofia","grot_plushies","grot-plushies/payment-service","1578","true","1759794285228","1760716063300","1760716063300","[""feature-request"",""area/invoicing"",""effort/small"",""priority/medium""]","[""qa_engineer""]"
"Saved-for-later items disappear after service restart","becker_anna","grot_plushies","grot-plushies/cart-service","1212","true","1759779865143","1762248279003","1762248279003","[""bug"",""area/ttl"",""area/validation"",""effort/small"",""priority/medium""]","[""qa_engineer""]"
"Cart price mismatch between app and website for same products","campbell_nina","grot_plushies","grot-plushies/cart-service","1124","false","1759767185804","","1760284146631","[""customer-support"",""area/session"",""effort/small"",""priority/medium""]","[]"
"API returns 500 when querying products with special characters in name since v2.4 upgrade","jackson_drew","grot_plushies","grot-plushies/product-catalog-service","1696","true","1759695723998","1762222956101","1762222956101","[""bug"",""area/pricing"",""effort/large"",""priority/medium""]","[""data_eng"",""platform_eng""]"
"Product tag search returns case-sensitive results inconsistently intermittently","lopez_rosa","grot_plushies","grot-plushies/product-catalog-service","1734","false","1759692787480","","1760080138840","[""bug"",""area/import-export"",""area/reviews"",""effort/small"",""priority/medium""]","[]"
"Stripe customer ID lookup fails for migrated legacy accounts in production","quinn_rowan","grot_plushies","grot-plushies/payment-service","1318","false","1759680027051","","1760074919649","[""bug"",""area/invoicing"",""area/webhooks"",""area/fraud-detection"",""effort/large"",""priority/low""]","[""dev_lead""]"
"Subtotal calculation ignores per-item discount caps on staging","bennett_james","grot_plushies","grot-plushies/cart-service","1854","false","1759666481054","","1759966979052","[""bug"",""area/inventory-sync"",""area/api"",""area/discounts"",""effort/small"",""priority/low""]","[""sec_reviewer""]"
"Settlement report missing transactions from timezone boundary in production","larsson_ella","grot_plushies","grot-plushies/payment-service","1122","true","1759637729797","1761232787827","1761232787827","[""bug"",""area/currency"",""area/webhooks"",""effort/small"",""priority/medium""]","[""dev_lead""]"
"EUR to USD conversion uses stale exchange rate from cache for new accounts","rivera_sol","grot_plushies","grot-plushies/payment-service","1133","false","1759617172314","","1759931727396","[""bug"",""area/fraud-detection"",""effort/large"",""priority/high""]","[]"
"Gift card balance not reflecting after purchase intermittently","ross_taylor","grot_plushies","grot-plushies/frontend","1471","false","1759569358318","","1759648823230","[""customer-support"",""area/checkout-flow"",""effort/small"",""priority/medium""]","[]"
"Pagination breaks when filtering by category on search page after recent deploy","nelson_skylar","grot_plushies","grot-plushies/frontend","1936","true","1759548481226","1760723905264","1760723905264","[""bug"",""area/search"",""area/mobile"",""effort/small"",""priority/low""]","[""ops_admin"",""infra_lead""]"
"User reports items missing from saved cart after update on staging","jackson_drew","grot_plushies","grot-plushies/frontend","1069","false","1759497181983","","1759602503696","[""customer-support"",""area/images"",""area/auth"",""area/checkout-flow"",""effort/medium"",""priority/high""]","[]"
"Add payment analytics dashboard with conversion metrics under high load","santos_leo","grot_plushies","grot-plushies/payment-service","1193","false","1759495563760","","1760440670070","[""feature-request"",""area/webhooks"",""effort/medium"",""priority/high""]","[]"
"Pagination breaks when filtering by category on search page","carter_devon","grot_plushies","grot-plushies/frontend","1864","false","1759419329151","","1759504052928","[""bug"",""area/mobile"",""area/search"",""effort/large"",""priority/medium""]","[]"
"Customer unable to remove last item from cart on mobile since v2.4 upgrade","cohen_dan","grot_plushies","grot-plushies/cart-service","1641","false","1759355701609","","1759764654653","[""customer-support"",""area/validation"",""effort/large"",""priority/high""]","[]"
"Discount code rejected but shows as valid in marketing email under high load","rivera_sol","grot_plushies","grot-plushies/cart-service","1976","true","1759351666544","1759372620365","1759372620365","[""customer-support"",""area/pricing"",""area/discounts"",""area/session"",""effort/small"",""priority/medium""]","[""sec_reviewer"",""product_mgr""]"
"Product price history not recording changes from admin bulk edit for new accounts","kim_soo","grot_plushies","grot-plushies/product-catalog-service","1953","false","1759182748696","","1759753995076","[""bug"",""area/api"",""effort/medium"",""priority/low""]","[""ops_admin""]"
"Subscription charged after customer requested cancellation intermittently","harris_jo","grot_plushies","grot-plushies/payment-service","1425","false","1759175087119","","1760048292796","[""customer-support"",""area/invoicing"",""area/currency"",""area/fraud-detection"",""effort/small"",""priority/low""]","[""sre_oncall""]"
"Cross-sell suggestions API returns products from wrong category intermittently","garcia_luis","grot_plushies","grot-plushies/cart-service","1631","false","1759167990733","","1759498081877","[""bug"",""area/validation"",""effort/small"",""priority/low""]","[""sec_reviewer""]"
"EUR to USD conversion uses stale exchange rate from cache intermittently","lewis_brooke","grot_plushies","grot-plushies/payment-service","1364","false","1759165573659","","1760264368997","[""bug"",""area/invoicing"",""area/retry-logic"",""effort/medium"",""priority/critical""]","[""sre_oncall""]"
"Cart restoration from abandoned checkout uses expired prices","silva_marco","grot_plushies","grot-plushies/cart-service","1467","true","1759125084721","1759417606204","1759417606204","[""bug"",""area/discounts"",""effort/small"",""priority/high""]","[""product_mgr"",""platform_eng""]"
"Customer reports product dimensions are inaccurate on listing after recent deploy","lewis_brooke","grot_plushies","grot-plushies/product-catalog-service","1446","false","1759120361125","","1759428992138","[""customer-support"",""area/import-export"",""effort/small"",""priority/low""]","[]"
"Login redirect loop when session cookie expires mid-checkout intermittently","garcia_luis","grot_plushies","grot-plushies/frontend","1848","false","1759102998714","","1760149318605","[""bug"",""area/ui"",""effort/medium"",""priority/low""]","[""qa_engineer"",""ux_designer""]"
"Cart API returns 500 when product has null price field on staging","perez_gabi","grot_plushies","grot-plushies/cart-service","1305","true","1759074698970","1760342100938","1760342100938","[""bug"",""area/shipping-calc"",""area/inventory-sync"",""area/webhooks"",""effort/medium"",""priority/low""]","[""qa_engineer""]"
"Support product content scheduling for timed launches","kato_ren","grot_plushies","grot-plushies/product-catalog-service","1041","true","1759067681886","1760411128057","1760411128057","[""feature-request"",""area/pricing"",""effort/small"",""priority/medium""]","[""dev_lead""]"
"Promo code SUMMER25 not applying discount at checkout","hill_casey","grot_plushies","grot-plushies/frontend","1050","false","1759023216899","","1759507876328","[""customer-support"",""area/navigation"",""area/auth"",""effort/large"",""priority/medium""]","[]"
"Customer sees duplicate charge on credit card statement intermittently","bauer_lukas","grot_plushies","grot-plushies/payment-service","1063","false","1758989738884","","1759702692077","[""customer-support"",""area/pci-compliance"",""area/refunds"",""area/receipts"",""effort/small"",""priority/high""]","[]"
"Implement product review moderation workflow intermittently","brown_alex","grot_plushies","grot-plushies/product-catalog-service","1397","true","1758987269007","1760184220506","1760184220506","[""feature-request"",""area/categories"",""effort/small"",""priority/medium""]","[""infra_lead""]"
"Product tag search returns case-sensitive results inconsistently since v2.4 upgrade","martinez_sofia","grot_plushies","grot-plushies/product-catalog-service","1097","false","1758978119338","","1759160052034","[""bug"",""area/api"",""effort/medium"",""priority/medium""]","[""product_mgr""]"
"Cart quantity update endpoint allows fractional quantities intermittently","cruz_maria","grot_plushies","grot-plushies/cart-service","1320","false","1758968131590","","1759029487985","[""bug"",""area/session"",""effort/large"",""priority/medium""]","[]"
"Support dynamic product pricing based on demand and seasonality","ali_omar","grot_plushies","grot-plushies/product-catalog-service","1259","false","1758857964547","","1759922761944","[""feature-request"",""area/search-index"",""area/caching"",""area/inventory"",""effort/small"",""priority/low""]","[""data_eng""]"
"Concurrent cart updates cause lost-update anomaly without optimistic locking after recent deploy","cruz_maria","grot_plushies","grot-plushies/cart-service","1272","false","1758840778338","","1758852901173","[""bug"",""area/pricing"",""effort/small"",""priority/low""]","[]"
"Search suggestion dropdown flickers when typing fast (regression)","campbell_nina","grot_plushies","grot-plushies/frontend","1626","true","1758822807019","1760054127122","1760054127122","[""bug"",""area/ui"",""area/navigation"",""area/mobile"",""effort/large"",""priority/high""]","[""product_mgr""]"
"Cart restoration from abandoned checkout uses expired prices after recent deploy","cohen_dan","grot_plushies","grot-plushies/cart-service","1694","true","1758703698419","1758806246612","1758806246612","[""bug"",""area/pricing"",""area/discounts"",""effort/large"",""priority/high""]","[""sec_reviewer""]"
"Support dynamic product pricing based on demand and seasonality on staging","moore_ash","grot_plushies","grot-plushies/product-catalog-service","1697","false","1758674168292","","1758812179013","[""feature-request"",""area/postgres"",""effort/large"",""priority/medium""]","[]"
"Add configurable fraud rules engine per merchant region","jones_terry","grot_plushies","grot-plushies/payment-service","1195","false","1758649579838","","1759054695158","[""feature-request"",""area/fraud-detection"",""area/stripe"",""effort/medium"",""priority/low""]","[""qa_engineer""]"
"Support product collections with automated smart rules","rodriguez_ines","grot_plushies","grot-plushies/product-catalog-service","1077","true","1758642228355","1759646550066","1759646550066","[""feature-request"",""area/reviews"",""area/postgres"",""effort/small"",""priority/low""]","[""product_mgr"",""platform_eng""]"
"Customer reports cart emptied overnight without explanation","quinn_rowan","grot_plushies","grot-plushies/cart-service","1131","true","1758641436643","1760699624376","1760699624376","[""customer-support"",""area/pricing"",""effort/small"",""priority/medium""]","[""platform_eng""]"
"Account locked after failed password reset attempts for new accounts","rodriguez_ines","grot_plushies","grot-plushies/frontend","1618","false","1758604077883","","1758880012602","[""customer-support"",""area/navigation"",""area/ux"",""effort/medium"",""priority/medium""]","[]"
"Customer requests payment method update but page errors out after recent deploy","lopez_rosa","grot_plushies","grot-plushies/payment-service","1290","false","1758574617470","","1759315568746","[""customer-support"",""area/pci-compliance"",""effort/large"",""priority/critical""]","[]"
"Refund pending for 14 days with no status update since v2.4 upgrade","schmidt_lena","grot_plushies","grot-plushies/payment-service","1136","false","1758534584326","","1758614681695","[""customer-support"",""area/invoicing"",""area/retry-logic"",""area/receipts"",""effort/large"",""priority/critical""]","[]"
"Stripe webhook signature validation fails intermittently under load for new accounts","lee_jin","grot_plushies","grot-plushies/payment-service","1106","false","1758498746932","","1758682601499","[""bug"",""area/currency"",""area/refunds"",""effort/large"",""priority/medium""]","[]"
"Payment retry logic creates duplicate charges after timeout","edwards_pat","grot_plushies","grot-plushies/payment-service","1480","false","1758459923327","","1758739295811","[""bug"",""area/retry-logic"",""area/currency"",""effort/small"",""priority/low""]","[""infra_lead""]"
"Support multi-currency cart with real-time conversion on staging","miller_avery","grot_plushies","grot-plushies/cart-service","1468","false","1758452788430","","1759628669921","[""feature-request"",""area/api"",""effort/medium"",""priority/medium""]","[""ux_designer""]"
"Customer charged but order not confirmed in system since v2.4 upgrade","harris_jo","grot_plushies","grot-plushies/payment-service","1476","false","1758445409207","","1759224634588","[""customer-support"",""area/refunds"",""area/tax-calc"",""area/webhooks"",""effort/large"",""priority/medium""]","[]"
"Product page loads very slowly for items with many reviews","agarwal_priya","grot_plushies","grot-plushies/product-catalog-service","1486","false","1758442514460","","1759092144048","[""customer-support"",""area/inventory"",""area/images"",""area/postgres"",""effort/medium"",""priority/medium""]","[]"
"Support multi-party payment orchestration for bundle orders","grant_sam","grot_plushies","grot-plushies/payment-service","1058","true","1758384964667","1759625640442","1759625640442","[""feature-request"",""area/pci-compliance"",""area/refunds"",""area/stripe"",""effort/large"",""priority/medium""]","[""sre_oncall""]"
"Customer unable to update shipping address after order placed","ortiz_diego","grot_plushies","grot-plushies/frontend","1533","true","1758358135303","1759994482202","1759994482202","[""customer-support"",""area/accessibility"",""area/seo"",""effort/medium"",""priority/medium""]","[""product_mgr""]"
"Product variant SKU generation creates duplicates for color+size combos for new accounts","ramirez_val","grot_plushies","grot-plushies/product-catalog-service","1922","true","1758295842808","1760649319735","1760649319735","[""bug"",""area/search-index"",""effort/small"",""priority/medium""]","[""sre_oncall""]"
"Bulk CSV import skips rows with Unicode characters in description in production","harris_jo","grot_plushies","grot-plushies/product-catalog-service","1898","false","1758156908410","","1758445729503","[""bug"",""area/pricing"",""effort/medium"",""priority/medium""]","[""product_mgr"",""ux_designer""]"
"Product image upload fails silently for files over 5MB after recent deploy","foster_lee","grot_plushies","grot-plushies/product-catalog-service","1276","true","1758156229672","1758571959409","1758571959409","[""bug"",""area/import-export"",""area/reviews"",""area/postgres"",""effort/medium"",""priority/high""]","[""qa_engineer""]"
"Cart badge count doesn't update after removing item after recent deploy","berg_katrin","grot_plushies","grot-plushies/frontend","1931","false","1757973146784","","1758932249543","[""bug"",""area/images"",""effort/small"",""priority/medium""]","[]"
"Customer reports product dimensions are inaccurate on listing","johnson_kim","grot_plushies","grot-plushies/product-catalog-service","1141","true","1757953373453","1758530647005","1758530647005","[""customer-support"",""area/reviews"",""effort/small"",""priority/low""]","[""product_mgr"",""qa_engineer""]"
"Add accessibility score badge to meet WCAG 2.1 AA (regression)","obrien_finn","grot_plushies","grot-plushies/frontend","1205","false","1757950239313","","1758369905776","[""feature-request"",""area/mobile"",""area/accessibility"",""effort/small"",""priority/low""]","[""ops_admin""]"
"User reports slow page loads during flash sale event since v2.4 upgrade","johnson_kim","grot_plushies","grot-plushies/frontend","1870","false","1757935505810","","1758273697323","[""customer-support"",""area/performance"",""effort/large"",""priority/low""]","[]"
"Product availability API ignores warehouse-level stock splits","grant_sam","grot_plushies","grot-plushies/product-catalog-service","1929","false","1757874231066","","1758461181256","[""bug"",""area/reviews"",""area/images"",""area/api"",""effort/medium"",""priority/low""]","[""qa_engineer""]"
"Gift card balance not reflecting after purchase in production","jones_terry","grot_plushies","grot-plushies/frontend","1570","false","1757852242151","","1758228322992","[""customer-support"",""area/performance"",""effort/large"",""priority/low""]","[]"
"Subscription renewal payment uses expired card on file","jackson_drew","grot_plushies","grot-plushies/payment-service","1987","false","1757658106382","","1757801855829","[""bug"",""area/fraud-detection"",""effort/large"",""priority/medium""]","[]"
"Support local payment methods per country (iDEAL, SEPA, etc.)","ramirez_val","grot_plushies","grot-plushies/payment-service","1142","false","1757613194534","","1757780918842","[""feature-request"",""area/refunds"",""area/stripe"",""area/webhooks"",""effort/medium"",""priority/high""]","[]"
"Add collection pages with curated product groupings on staging","hall_morgan","grot_plushies","grot-plushies/frontend","1001","true","1757602624329","1757634136296","1757634136296","[""feature-request"",""area/search"",""area/checkout-flow"",""effort/small"",""priority/low""]","[""dev_lead""]"
"Product comparison table misaligns columns for items with long names","fischer_jan","grot_plushies","grot-plushies/frontend","1363","false","1757583418569","","1758017064247","[""bug"",""area/ux"",""area/checkout-flow"",""area/search"",""effort/medium"",""priority/low""]","[]"
"Checkout button unresponsive on Safari when cart has more than 10 items in production","green_tanya","grot_plushies","grot-plushies/frontend","1699","false","1757533185095","","1758032794463","[""bug"",""area/navigation"",""area/checkout-flow"",""effort/medium"",""priority/medium""]","[""infra_lead""]"
"Payment retry logic creates duplicate charges after timeout on staging","lopez_rosa","grot_plushies","grot-plushies/payment-service","1007","true","1757521703537","1759901390668","1759901390668","[""bug"",""area/refunds"",""area/tax-calc"",""effort/medium"",""priority/low""]","[""platform_eng""]"
"Add cart analytics events for conversion funnel tracking after recent deploy","larsson_ella","grot_plushies","grot-plushies/cart-service","1322","true","1757463284269","1757851515869","1757851515869","[""feature-request"",""area/ttl"",""effort/small"",""priority/medium""]","[""sre_oncall""]"
"Refund endpoint returns success but charge is not reversed on staging","hussain_amir","grot_plushies","grot-plushies/payment-service","1462","false","1757407280270","","1758164834695","[""bug"",""area/fraud-detection"",""area/currency"",""effort/small"",""priority/medium""]","[""infra_lead""]"
"Social login with Google returns 500 on callback intermittently","park_joon","grot_plushies","grot-plushies/frontend","1430","false","1757378250721","","1758387919902","[""bug"",""area/i18n"",""area/mobile"",""effort/large"",""priority/medium""]","[]"
"Payment retry logic creates duplicate charges after timeout after recent deploy","jones_terry","grot_plushies","grot-plushies/payment-service","1372","true","1757355747106","1757385680703","1757385680703","[""bug"",""area/currency"",""area/retry-logic"",""effort/medium"",""priority/medium""]","[""sre_oncall""]"
